year	words	indonesian_gloss	english_gloss	semantic_field	EngganoLanguage	EngganoSource	id	year_id	english_new	n_word	notes	note_year	note_id	note_etc
1870	eafi	anjing	dog	animals	Enggano	Francis 1870	542	1870	dog	1				
1879	e afiē	anjing	dog	animals	Enggano	Oudemans 1879	542	1879	dog	1				
1894	eapi	anjing	dog	animals	Enggano	Modigliani 1894	542	1894	dog	1				
1987	e-ʔayedi	anjing	dog	animals	Enggano	Kähler 1987	543	1987K	dog	1				
1891	oemahaoe	entah	don't know		Enggano Kèfoe	Helfrich & Pieters 1891	544	1891	don't know, either or	1				
1891	oemahaoe	entah	don't know		Enggano Barohia	Helfrich & Pieters 1891	544	1891	don't know, either or	1				
1895	oemahaoe	entah	don't know		Enggano Pulau Dua 1895	Stockhof 1987	544	1895	know	1				
2011	ʔumaha	entah	don't know		Enggano Meok	Yoder 2011	544	2011	don't know	1				
2011	maha	entah	don't know		Enggano Meok	Yoder 2011	545	2011	don't know	1				
1891	ijarak²	jangan	don't you!		Enggano Kèfoe	Helfrich & Pieters 1891	546	1891	don't you!	1				
1891	ijarak²	jangan	don't you!		Enggano Barohia	Helfrich & Pieters 1891	546	1891	don't you!	1				
1895	ijara(k) ; èara [no(k)a]	jangan	don't you!		Enggano Pulau Dua 1895	Stockhof 1987	546	1895	don't you!	2	first word means 'not', second means 'no' (but must be a prohibitive form with a verb)	<w><m>ijara(k)</m> <def> means 'not'</def></w> ; <w><m>èara [no(k)a]</m> <def>  means 'no' (but must be a prohibitive form with a verb)</def></w>		
2011	iar	jangan	don't you!		Enggano Meok	Yoder 2011	546	2011	don't you!	1				
2019	iar	jangan	don't you!		Enggano Elicitation	Aron 2019	546	2019	don't you!	1				
1870	kar oebe	pintu	door	human objects	Enggano	Francis 1870	547	1870	door	1				
1879	karoebe	pintu	door	human objects	Enggano	Oudemans 1879	547	1879	door	1				
1891	èkaroba	pintu	door	human objects	Enggano Kèfoe	Helfrich & Pieters 1891	547	1891	door	1				
1891	èkaroba	pintu	door	human objects	Enggano Barohia	Helfrich & Pieters 1891	547	1891	door	1				
1894	ecar èuba ; eacár uba	pintu	door	human objects	Enggano	Modigliani 1894	547	1894	door	2				
1895	èkarobă	pintu	door	human objects	Enggano Pulau Dua 1895	Stockhof 1987	547	1895	door, window	1				
1987	eakaruba	pintu	door	human objects	Enggano	Kähler 1987	547	1987K	door	1				
1987	eʔā uʔakaruba	kusen pintu	door jamb		Enggano	Kähler 1987	548	1987K	door jamb	1				
1987	kipaʔadua	menggandakan	double (v.)		Enggano	Kähler 1987	549	1987K	double (v.)	1				cf. two
2011	kaʔ-niʔi	ragu	doubt		Enggano Meok	Yoder 2011	550	2011	doubt	1				
2019	ka'ni'i	ragu	doubt		Enggano Elicitation	Aron 2019	550	2019	doubt	1				
2019	ka'ni'i	ragu	doubt		Enggano Elicitation	Aron 2019	551	2019	doubt	1				
1891	ijaja	hilir	downstream		Enggano Kèfoe	Helfrich & Pieters 1891	552	1891	downstream	1				
1891	ijaja	hilir	downstream		Enggano Barohia	Helfrich & Pieters 1891	552	1891	downstream	1				
2011	ʔɘ	menimba (air)	draw water		Enggano Meok	Yoder 2011	553	2011	draw water	1				
2019	kahė	menimba (air)	draw water		Enggano Elicitation	Aron 2019	553	2019	draw water	1				
1891	èaniha	mimpi (n.)	dream (n.)		Enggano Kèfoe	Helfrich & Pieters 1891	554	1891	dream (n.)	1				
1891	èaniha	mimpi (n.)	dream (n.)		Enggano Barohia	Helfrich & Pieters 1891	554	1891	dream (n.)	1				
1864	à-nihai	mimpi (v.)	dream (v.)		Enggano North	Walland 1864	555	1864	dream (v.)	1				
1895	māāniha	mimpi (v.)	dream (v.)		Enggano Pulau Dua 1895	Stockhof 1987	555	1895	dream (v.)	1				
1987	kãʔã-nĩhãã ; kãʔã-nĩhãĩ	mimpi (v.)	dream (v.)		Enggano	Kähler 1987	555	1987K	dream (v.)	2				
2011	kaʔ-nihia	mimpi (v.)	dream (v.)		Enggano Meok	Yoder 2011	555	2011	dream (v.)	1				
2019	ka'niha	mimpi (v.)	dream (v.)		Enggano Elicitation	Aron 2019	555	2019	dream (v.)	1				
1855	hoearie	mimpi (v.)	dream (v.)	sleep	Enggano Northwest?	vd Straten & S. 1855	556	1855vdS	dream (v.)	1				
1855	faginono léwo lèwo	minum	drink	food and beverage	Enggano South?	v. Rosenberg 1855	557	1855vR	drink	1				
1855	iedjo	minum	drink	food and beverage	Enggano Northwest?	vd Straten & S. 1855	557	1855vdS	drink	1				
1870	ietho	minum	drink	food and beverage	Enggano	Francis 1870	557	1870	drink	1				
1879	ietho	minum	drink	food and beverage	Enggano	Oudemans 1879	557	1879	drink	1				
1891	idjo	minum	drink	food and beverage	Enggano Kèfoe	Helfrich & Pieters 1891	557	1891	drink	1				
1891	idjo	minum	drink	food and beverage	Enggano Barohia	Helfrich & Pieters 1891	557	1891	drink	1				
1894	baigiòho	minum	drink	food and beverage	Enggano	Modigliani 1894	557	1894	drink	1				
1895	iedjo	minum	drink	food and beverage	Enggano Pulau Dua 1895	Stockhof 1987	557	1895	drink	1				
1987	k-itɨ	minum	drink	food and beverage	Enggano	Kähler 1987	557	1987K	drink	1				
1987	kahit	minum	drink	food and beverage	Enggano Malakoni	Kasim et al. 1987	557	1987	drink	1				
1987	kahit	minum	drink	food and beverage	Enggano Banjar Sari	Kasim et al. 1987	557	1987	drink	1				
2011	ʔit	minum	drink	food and beverage	Enggano Meok	Yoder 2011	557	2011	drink	1				
2019	itė	minum	drink	food and beverage	Enggano Elicitation	Aron 2019	557	2019	drink	1				
1891	napoeak²	menetes	drip		Enggano Kèfoe	Helfrich & Pieters 1891	558	1891	drip	1				
1891	napoeak²	menetes	drip		Enggano Barohia	Helfrich & Pieters 1891	558	1891	drip	1				
2011	ka-hik	gerimis	drizzle		Enggano Meok	Yoder 2011	559	2011	drizzle	1				
2019	ko'bari	gerimis	drizzle		Enggano Elicitation	Aron 2019	559	2019	drizzle	1				
2011	kaʔ-bari	gerimis	drizzle		Enggano Meok	Yoder 2011	560	2011	drizzle	1				
2019	ko'bari	gerimis	drizzle		Enggano Elicitation	Aron 2019	560	2019	drizzle	1				
1987	ki-puʔudaʔa	menjatuhkan	drop		Enggano	Kähler 1987	561	1987K	drop	1				
1894	eipuru	mabuk	drunk		Enggano	Modigliani 1894	562	1894	drunk	1				
1891	kaakihi	kering	dry (a.)	object features	Enggano Kèfoe	Helfrich & Pieters 1891	563	1891	dry (a.)	1				
1891	kaakihi	kering	dry (a.)	object features	Enggano Barohia	Helfrich & Pieters 1891	563	1891	dry (a.)	1				
1894	caachihi	kering	dry (a.)	object features	Enggano	Modigliani 1894	563	1894	dry (a.)	1				
1895	kaäkihi	kering	dry (a.)	object features	Enggano Pulau Dua 1895	Stockhof 1987	563	1895	dry (a.)	1				
1987	kãʔã-kĩhĩ	kering	dry (a.)	object features	Enggano	Kähler 1987	563	1987K	dry (a.)	1				
1987	kaqkih	kering	dry (a.)	object features	Enggano Malakoni	Kasim et al. 1987	563	1987	dry (a.)	1				
1987	kaqkih	kering	dry (a.)	object features	Enggano Banjar Sari	Kasim et al. 1987	563	1987	dry (a.)	1				
2011	kaʔ-kĩh	kering	dry (a.)	object features	Enggano Meok	Yoder 2011	563	2011	dry (a.)	1				
2019	kakĩh	kering	dry (a.)	object features	Enggano Elicitation	Aron 2019	563	2019	dry (a.)	1				
1895	makiha(k)	kering	dry (a.)		Enggano Pulau Dua 1895	Stockhof 1987	564	1895	dry (a.)	1				
1987	kãʔã-kĩhãʔã	kering	dry (v.)		Enggano	Kähler 1987	565	1987K	dry (v.)	1				cf. sundry
2011	ʔãʔkũhũãʔ	kering	dry (v.)		Enggano Meok	Yoder 2011	565	2011	dry (v.)	1				cf. sundry
2011	ka-hõk	mengeringkan di atas api	dry over fire		Enggano Meok	Yoder 2011	566	2011	dry over fire	1				
2019	kahõk	mengeringkan di atas api	dry over fire		Enggano Elicitation	Aron 2019	566	2019	dry over fire	1				
1891	ènoha	musim kemarau	dry season		Enggano Kèfoe	Helfrich & Pieters 1891	567	1891	dry season	1				
1891	ènoha	musim kemarau	dry season		Enggano Barohia	Helfrich & Pieters 1891	567	1891	dry season	1				
1895	ènoha	musim kemarau	dry season		Enggano Pulau Dua 1895	Stockhof 1987	567	1895	monsoon	1				
1895	kahaoe(k)	membosankan	dull		Enggano Pulau Dua 1895	Stockhof 1987	568	1895	dull	1				
2011	ka-hũ	membosankan	dull		Enggano Meok	Yoder 2011	568	2011	dull	1				
1895	abaoea ija ŏnijāk	menagih	dun		Enggano Pulau Dua 1895	Stockhof 1987	569	1895	dun	1				
1987	dapabaha͜eba	senja	dusk	time	Enggano	Kähler 1987	570	1987K	dusk	1				cf. in the evening
1894	chèlo²	sapuan	dust	natural objects	Enggano	Modigliani 1894	571	1894	dust	1				
2011	hiur	sapuan	dust	natural objects	Enggano Meok	Yoder 2011	571	2011	dust	1				
2019	hiur	sapuan	dust	natural objects	Enggano Elicitation	Aron 2019	571	2019	dust	1				
1895	nioekienio(k)	orang kerdil	dwarf	person	Enggano Pulau Dua 1895	Stockhof 1987	572	1895	dwarf	1				
1895	poeroehoei	burung rajawali	eagle	animals	Enggano Pulau Dua 1895	Stockhof 1987	573	1895	kite (bird)	1				
<1855	kaliha	telinga	ear	body parts	Enggano	Brouwer <1855	574	<1855	ear	1				
1855	kaleha	telinga	ear	body parts	Enggano South?	v. Rosenberg 1855	574	1855vR	ear	1				
1864	kalila	telinga	ear	body parts	Enggano North	Walland 1864	574	1864	ear	1				
1870	kaliha	telinga	ear	body parts	Enggano	Francis 1870	574	1870	ear	1				
1879	kaliha	telinga	ear	body parts	Enggano	Oudemans 1879	574	1879	ear	1				
1888	koelipo ; koeripo	telinga	ear	body parts	Enggano	Helfrich 1888	574	1888	ear	2				
1891	kaliehĕ	telinga	ear	body parts	Enggano Kèfoe	Helfrich & Pieters 1891	574	1891	ear, earring	1				
1891	karieha	telinga	ear	body parts	Enggano Barohia	Helfrich & Pieters 1891	574	1891	ear, earring	1				
1894	ecarihía	telinga	ear	body parts	Enggano	Modigliani 1894	574	1894	ear	1				
1895	kariehā ; kaliehĕ ; kariehĕ ; karieha	telinga	ear	body parts	Enggano Pulau Dua 1895	Stockhof 1987	574	1895	ear	4	first word means 'ear', second word means 'ear', third word mean 'earclip', fourth word mean 'earclip'	<w><m>kariehā </m> <def>means 'ear'</def></w> ; <w><m>kaliehĕ</m> <def>means 'ear'</def></w> ; <w><m>kariehĕ</m> <def> mean 'earclip'</def></w> ; <w><m>karieha</m> <def> mean 'earclip'</def></w>		
1987	e-kadiha	telinga	ear	body parts	Enggano	Kähler 1987	574	1987K	ear	1				
1987	karih	telinga	ear	body parts	Enggano Malakoni	Kasim et al. 1987	574	1987	ear	1				
1987	karih	telinga	ear	body parts	Enggano Banjar Sari	Kasim et al. 1987	574	1987	ear	1				
2011	karix	telinga	ear	body parts	Enggano Meok	Yoder 2011	574	2011	ear	1				
2019	karih	telinga	ear	body parts	Enggano Elicitation	Aron 2019	574	2019	ear	1				
1891	nèè	tadi	earlier	time	Enggano Kèfoe	Helfrich & Pieters 1891	576	1891	earlier	1				
1891	nèè	tadi	earlier	time	Enggano Barohia	Helfrich & Pieters 1891	576	1891	earlier	1				
1895	nèè	tadi	earlier	time	Enggano Pulau Dua 1895	Stockhof 1987	576	1895	like this, like that, today, a moment ago	1				
1987	nẽʔẽnĩ	tadi	earlier	time	Enggano	Kähler 1987	576	1987K	a moment ago	1				
2019	ne'en	tadi	earlier	time	Enggano Elicitation	Aron 2019	576	2019	earlier	1				
1894	bodo	tadi	earlier	time	Enggano	Modigliani 1894	577	1894	earlier	1				cf. always
1891	labaheibĕ	sore	early evening	time	Enggano Kèfoe	Helfrich & Pieters 1891	578	1891	afternoon	1				
1891	labaheibĕ	sore	early evening	time	Enggano Barohia	Helfrich & Pieters 1891	578	1891	afternoon	1				
1987	paha͜iba	sore	early evening	time	Enggano	Kähler 1987	578	1987K	early evening	1				
1894	paricohòi	anting-anting	earring	human objects	Enggano	Modigliani 1894	579	1894	earring	1				
1987	epadikoho͜i ; eparikoho͜i	anting-anting	earring	human objects	Enggano	Kähler 1987	579	1987K	earring	2				
1864	kenènèh-ka-rika	anting-anting	earring	human objects	Enggano North	Walland 1864	580	1864	earring	1				
<1855	lopoh	bumi	earth	natural objects	Enggano	Brouwer <1855	581	<1855	earth	1				
1855	tehopo	bumi	earth	natural objects	Enggano South?	v. Rosenberg 1855	581	1855vR	earth	1				
1855	lopo	bumi	earth	natural objects	Enggano Northwest?	vd Straten & S. 1855	581	1855vdS	earth	1				
1864	loppoh	bumi	earth	natural objects	Enggano North	Walland 1864	581	1864	earth	1				
1888	Èloppo	bumi	earth	natural objects	Enggano	Helfrich 1888	581	1888	Enggano island	1				
1891	èloffo	bumi	earth	natural objects	Enggano Kèfoe	Helfrich & Pieters 1891	581	1891	earth, country, soil	1				
1891	èloppo	bumi	earth	natural objects	Enggano Barohia	Helfrich & Pieters 1891	581	1891	earth, country, soil	1				
1894	elopo	bumi	earth	natural objects	Enggano	Modigliani 1894	581	1894	earth, soil	1				
1895	èloffo ; èlŏpŏ ; èloppo	bumi	earth	natural objects	Enggano Pulau Dua 1895	Stockhof 1987	581	1895	earth	3	first word means 'country, earth (ground), earth (globe)', second word means 'land (state)', third word means 'country, earth (ground)'	<w><m>èloffo </m> <def>means 'country, earth (ground), earth (globe)'</def></w> ; <w><m>èlŏpŏ </m> <def>means 'land (state)'</def></w> ; <w><m>èloppo</m> <def>means 'country, earth (ground)'</def></w>		
1982	dope	bumi	earth	natural objects	Enggano	Capell 1982	581	1982	earth, soil	1				
1987	e-dopo ; e-lopo ; e-topo	bumi	earth	natural objects	Enggano	Kähler 1987	581	1987K	earth, country, soil	3				
1987	dowp	bumi	earth	natural objects	Enggano Malakoni	Kasim et al. 1987	581	1987	earth, soil	1				
1987	dowp	bumi	earth	natural objects	Enggano Banjar Sari	Kasim et al. 1987	581	1987	earth, soil	1				
2011	dop	bumi	earth	natural objects	Enggano Meok	Yoder 2011	581	2011	earth, soil	1				
2019	edob	bumi	earth	natural objects	Enggano Elicitation	Aron 2019	581	2019	earth, soil	1				
1987	ẽ-nã́ũõ	bumi	earth	natural objects	Enggano	Kähler 1987	582	1987K	earth	1	archaic	archaic		
1888	riho	gempa bumi	earthquake		Enggano	Helfrich 1888	583	1888	earthquake	1				
1891	èdihĕ	gempa bumi	earthquake		Enggano Kèfoe	Helfrich & Pieters 1891	583	1891	earthquake	1				
1891	èriho	gempa bumi	earthquake		Enggano Barohia	Helfrich & Pieters 1891	583	1891	earthquake	1				
1894	edihio	gempa bumi	earthquake		Enggano	Modigliani 1894	583	1894	earthquake	1				
1895	èdih ; erihŏ	gempa bumi	earthquake		Enggano Pulau Dua 1895	Stockhof 1987	583	1895	earthquake	2				
2011	dix	gempa bumi	earthquake		Enggano Meok	Yoder 2011	583	2011	earthquake	1				
2019	edih	gempa bumi	earthquake		Enggano Elicitation	Aron 2019	583	2019	earthquake	1				
1891	kofène	cacing tanah	earthworm	animals	Enggano Kèfoe	Helfrich & Pieters 1891	584	1891	earthworm	1				
1891	kopènè	cacing tanah	earthworm	animals	Enggano Barohia	Helfrich & Pieters 1891	584	1891	earthworm	1				
1895	kŏfènè ; kŏpènè	cacing tanah	earthworm	animals	Enggano Pulau Dua 1895	Stockhof 1987	584	1895	caterpillar	2				
1987	kopEn	cacing tanah	earthworm	animals	Enggano Malakoni	Kasim et al. 1987	584	1987	earthworm	1				
1987	kopEn	cacing tanah	earthworm	animals	Enggano Banjar Sari	Kasim et al. 1987	584	1987	earthworm	1				
1888	èhodok²	cacing tanah	earthworm	animals	Enggano	Helfrich 1888	585	1888	worm	1				
1895	èhŏdŏ(k)	cacing tanah	earthworm	animals	Enggano Pulau Dua 1895	Stockhof 1987	585	1895	earthworm	1				
1987	ehodo	cacing tanah	earthworm	animals	Enggano	Kähler 1987	585	1987K	worm	1				
2011	hiɘr	cacing tanah	earthworm	animals	Enggano Meok	Yoder 2011	585	2011	earthworm	1				
2019	hiėr ido'ra	cacing tanah	earthworm	animals	Enggano Elicitation	Aron 2019	585	2019	earthworm	1				
1891	kikoro	reda	ease off		Enggano Kèfoe	Helfrich & Pieters 1891	586	1891	calm	1				
1891	kikoro	reda	ease off		Enggano Barohia	Helfrich & Pieters 1891	586	1891	calm	1				
1987	kikoroa	reda	ease off		Enggano	Kähler 1987	586	1987K	stop, calm down, make peace, spare, live in peace	1				
1987	ẽ-ãkõnãhã	timur	east		Enggano	Kähler 1987	587	1987K	east	1				
1891	nafonak²	mudah	easy		Enggano Kèfoe	Helfrich & Pieters 1891	588	1891	easy	1				
1891	nafonak²	mudah	easy		Enggano Barohia	Helfrich & Pieters 1891	588	1891	easy	1				
1864	menoh ; manoh	makan	eat	food and beverage	Enggano North	Walland 1864	589	1864	eat	2				
1870	mano	makan	eat	food and beverage	Enggano	Francis 1870	589	1870	eat	1				
1879	meno	makan	eat	food and beverage	Enggano	Oudemans 1879	589	1879	eat	1				
1891	amĕnok	makan	eat	food and beverage	Enggano Kèfoe	Helfrich & Pieters 1891	589	1891	eat	1				
1891	amĕnok	makan	eat	food and beverage	Enggano Barohia	Helfrich & Pieters 1891	589	1891	eat	1				
1894	menò ; eonò	makan	eat	food and beverage	Enggano	Modigliani 1894	589	1894	eat	2				
1895	amĕnŏ(k)	makan	eat	food and beverage	Enggano Pulau Dua 1895	Stockhof 1987	589	1895	eat	1				
1982	amənok	makan	eat	food and beverage	Enggano	Capell 1982	589	1982	eat	1				
1987	no	makan	eat	food and beverage	Enggano Malakoni	Kasim et al. 1987	589	1987	eat	1				
1987	no	makan	eat	food and beverage	Enggano Banjar Sari	Kasim et al. 1987	589	1987	eat	1				
2011	no ; ka-no	makan	eat	food and beverage	Enggano Meok	Yoder 2011	589	2011	eat	2				
2019	no	makan	eat	food and beverage	Enggano Elicitation	Aron 2019	589	2019	eat	1				
1854	pakie noenoe	makan	eat	food and beverage	Enggano	Boewang 1854	590	1854	eat	1				
1855	faginono	makan	eat	food and beverage	Enggano South?	v. Rosenberg 1855	590	1855vR	eat	1				
1855	kakinana	makan	eat	food and beverage	Enggano Northwest?	vd Straten & S. 1855	590	1855vdS	eat	1				
1864	pakehnonno	makan	eat	food and beverage	Enggano North	Walland 1864	590	1864	eat	1				
1987	kĩnõõ	makan	eat	food and beverage	Enggano	Kähler 1987	590	1987K	eat	1				
2011	ki-nono	makan	eat	food and beverage	Enggano Meok	Yoder 2011	590	2011	eat	1				
1891	èkieodaba	pinggir	edge		Enggano Kèfoe	Helfrich & Pieters 1891	591	1891	edge	1				cf. mouth
1891	èkieodaba	pinggir	edge		Enggano Barohia	Helfrich & Pieters 1891	591	1891	edge	1				cf. mouth
1987	e-kaʔa	pinggir	edge		Enggano	Kähler 1987	592	1987K	edge	1				
1895	èhèo	belut	eel	animals	Enggano Pulau Dua 1895	Stockhof 1987	593	1895	eel	1				
1895	èkama	belut	eel	animals	Enggano Pulau Dua 1895	Stockhof 1987	594	1895	eel	1				
1987	ekãmã̄	belut	eel	animals	Enggano	Kähler 1987	594	1987K	eel	1				
1864	haoah ko-eikoh	telur	egg	animals	Enggano North	Walland 1864	595	1864	egg	1				cf. child
2011	taru	terong	eggplant		Enggano Meok	Yoder 2011	596	2011	eggplant	1				loanword
2019	taru	terong	eggplant		Enggano Elicitation	Aron 2019	596	2019	eggplant	1				loanword
1854	apa joepa	delapan	eight	numerals	Enggano	Boewang 1854	597	1854	eight	1			lit. 4+4	
<1855	apas-afah	delapan	eight	numerals	Enggano	Brouwer <1855	597	<1855	eight	1			lit. 4+4	
1855	alimei agoloe	delapan	eight	numerals	Enggano South?	v. Rosenberg 1855	597	1855vR	eight	1			lit. 4+4	
1855	afa-afa	delapan	eight	numerals	Enggano Northwest?	vd Straten & S. 1855	597	1855vdS	eight	1			lit. 4+4	
1864	opah ijoepah	delapan	eight	numerals	Enggano North	Walland 1864	597	1864	eight	1			lit. 4+4	
1870	afa é afa	delapan	eight	numerals	Enggano	Francis 1870	597	1870	eight	1			lit. 4+4	
1879	afa é afa	delapan	eight	numerals	Enggano	Oudemans 1879	597	1879	eight	1			lit. 4+4	
1891	afai afa	delapan	eight	numerals	Enggano Kèfoe	Helfrich & Pieters 1891	597	1891	eight	1			lit. 4+4	
1891	afai afa	delapan	eight	numerals	Enggano Barohia	Helfrich & Pieters 1891	597	1891	eight	1			lit. 4+4	
1894	afa aſa	delapan	eight	numerals	Enggano	Modigliani 1894	597	1894	eight	1			lit. 4+4	
1895	afai-īafā	delapan	eight	numerals	Enggano Pulau Dua 1895	Stockhof 1987	597	1895	eight	1			lit. 4+4	
1987	ʔáopa hii ʔáopa	delapan	eight	numerals	Enggano	Kähler 1987	597	1987K	eight	1			lit. 4+4	
2011	kĩpãʔĩõp	delapan	eight	numerals	Enggano Meok	Yoder 2011	597	2011	eight	1	'lay + ?'	'lay + ?'	lit. 4+4	
2019	apai'op	delapan	eight	numerals	Enggano Elicitation	Aron 2019	597	2019	eight	1			lit. 4+4	
1870	adoea kododoka	delapan ratus	eight hundred	numerals	Enggano	Francis 1870	598	1870	eight hundred	1				
1891	kifa hoekjo afai afa	delapan belas	eighteen		Enggano Kèfoe	Helfrich & Pieters 1891	599	1891	eighteen	1				
1891	kifa hoekjo afai afa	delapan belas	eighteen		Enggano Barohia	Helfrich & Pieters 1891	599	1891	eighteen	1				
1895	kifahoekjo afai afa	delapan belas	eighteen		Enggano Pulau Dua 1895	Stockhof 1987	599	1895	eighteen	1				
1864	kapoeloe opah ijoepah	delapan belas	eighteen	numerals	Enggano North	Walland 1864	600	1864	eighteen	1				
1894	cahafúlo afa afa	delapan belas	eighteen	numerals	Enggano	Modigliani 1894	600	1894	eighteen	1				
1855	aopeia taka	delapan puluh	eighty	numerals	Enggano South?	v. Rosenberg 1855	601	1855vR	eighty	1				
1870	afa takka	delapan puluh	eighty	numerals	Enggano	Francis 1870	601	1870	eighty	1				
1879	afa takka	delapan puluh	eighty	numerals	Enggano	Oudemans 1879	601	1879	eighty	1				
1891	afataka	delapan puluh	eighty	numerals	Enggano Kèfoe	Helfrich & Pieters 1891	601	1891	eighty	1				
1891	afataka	delapan puluh	eighty	numerals	Enggano Barohia	Helfrich & Pieters 1891	601	1891	eighty	1				
1864	poe-apoh	siku	elbow	body parts	Enggano North	Walland 1864	602	1864	elbow	1				
